Monthly averages,
,
,DNI
,kWh/m²
Jan,"144,7"
Feb,"138,9"
Mar,"139,3"
Apr,129
May,"128,7"
Jun,"127,2"
Jul,"138,9"
Aug,"140,5"
Sep,"114,2"
Oct,"112,4"
Nov,"94,4"
Dec,"122,3"
Yearly,"1530,4"
